id,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,AveragePrice
8675,277022.82,67138.92,129856.77,111.37,79915.76,71649.0,6605.65,1661.11,1,2018,1.25
13470,102940.66,3880.45,22467.68,330.84,76261.69,64789.53,11472.16,0.0,0,2016,1.79
16992,8311.12,2009.13,3654.42,2.92,2644.65,2622.33,22.32,0.0,0,2017,2.45
17827,35522.77,11013.42,108.93,0.0,24400.42,23953.75,446.67,0.0,0,2018,1.49
10723,7094.98,46.16,444.69,0.0,6604.13,6604.13,0.0,0.0,0,2015,1.87
6139,320492.68,3907.11,131463.63,1679.79,183442.15,30174.49,153260.18,7.48,1,2017,0.65
7989,332804.42,128918.82,76830.72,2452.6,124602.28,89623.26,33294.02,1685.0,1,2017,1.37
3718,329620.35,3520.61,245341.16,263.38,80495.2,77811.88,318.32,2365.0,1,2016,1.41
16344,18317.19,10.88,163.19,0.0,18143.12,18143.12,0.0,0.0,0,2017,1.56
15945,118305.22,13906.18,29159.75,6.4,75232.89,70010.1,5222.79,0.0,0,2017,1.3
18030,65835.39,3266.67,17088.92,9.85,45469.95,32422.77,13047.18,0.0,0,2018,1.69
9974,3559.45,155.6,173.38,3.33,3227.14,3210.67,16.47,0.0,0,2015,1.68
3862,175928.62,72171.22,27540.24,84.22,76132.94,23455.33,52677.61,0.0,1,2016,1.05
7889,1557975.05,560686.25,900172.65,21331.13,75785.02,71464.46,976.12,3344.44,1,2017,0.84
9606,10231.74,341.89,8519.0,0.0,1370.85,303.33,1067.52,0.0,0,2015,1.54
4026,95001.32,2352.49,57404.0,1995.85,33248.98,15345.04,15463.98,2439.96,1,2016,1.19
8889,120612.82,35950.34,14351.56,954.03,69356.89,43202.37,26151.19,3.33,1,2018,1.23
44,45675.05,1088.38,35056.13,151.0,9379.54,9000.16,379.38,0.0,1,2015,1.07
4360,3948234.94,94936.43,2707199.74,84110.32,1061988.45,984377.9,77610.55,0.0,1,2016,1.21
8006,4362824.0,2377638.0,713646.0,14770.0,1256771.0,870931.0,385677.0,162.0,1,2017,0.96
6879,106098.37,2181.83,59928.42,578.39,43409.73,15168.82,28234.42,6.49,1,2017,0.95
7088,231348.89,130993.69,32649.16,284.06,67421.98,51297.4,9849.58,6275.0,1,2017,1.32
10719,7575.34,41.86,819.84,0.0,6713.64,6713.64,0.0,0.0,0,2015,1.91
16611,54502.39,1296.96,16452.09,60.03,36688.72,20458.94,16229.78,0.0,0,2017,2.12
9502,3480.18,337.52,1218.57,808.84,1115.25,1115.25,0.0,0.0,0,2015,2.06
805,3774004.27,502233.05,2055125.98,442059.88,774585.36,606612.51,140253.5,27719.35,1,2015,1.13
15018,15466.92,324.2,148.9,0.0,14993.82,14993.82,0.0,0.0,0,2017,1.34
1793,115579.5,1635.6,67122.02,5316.06,41505.82,31488.54,10017.28,0.0,1,2015,1.23
17661,38203.98,241.71,425.31,0.0,37536.96,25743.24,11793.72,0.0,0,2018,1.03
15622,10398.91,282.24,444.34,11.48,9660.85,9660.85,0.0,0.0,0,2017,2.13
13017,2679.98,1793.68,76.87,6.1,803.33,803.33,0.0,0.0,0,2016,1.76
4222,222712.89,112346.71,27293.53,501.91,82570.74,54473.06,16752.68,11345.0,1,2016,1.36
9139,814.13,13.79,140.23,0.0,660.11,660.11,0.0,0.0,0,2015,1.98
15268,6349.77,364.39,5229.29,0.0,756.09,715.87,40.22,0.0,0,2017,1.88
10744,2903.44,1908.51,44.94,0.0,949.99,946.66,3.33,0.0,0,2015,1.83
914,319502.82,4974.69,237651.14,142.52,76734.47,74809.0,1925.47,0.0,1,2015,1.33
11012,18014.56,2052.48,9055.35,0.0,6906.73,0.0,6906.73,0.0,0,2015,1.76
17942,495083.69,107369.04,329956.5,956.38,56801.77,55583.56,1218.21,0.0,0,2018,1.36
14961,28626.61,14.81,1535.06,3.7,27073.04,25996.99,1076.05,0.0,0,2017,1.95
15611,14096.72,231.38,177.87,9.09,13678.38,13673.94,4.44,0.0,0,2017,1.59
14443,6740.24,2418.28,838.57,0.0,3483.39,711.99,2771.4,0.0,0,2016,1.54
9286,1047.42,2.59,418.01,0.0,626.82,20.0,606.82,0.0,0,2015,1.34
417,690669.34,35724.99,464574.15,96306.3,94063.9,76241.25,9592.65,8230.0,1,2015,0.91
17561,9575.81,1785.17,935.45,0.0,6855.19,6717.22,137.97,0.0,0,2017,2.07
17526,260068.85,52927.66,47810.13,209.8,159121.26,29519.07,129602.19,0.0,0,2017,1.59
17522,203127.73,36979.31,62194.83,199.61,103753.98,36610.96,67143.02,0.0,0,2017,1.85
7698,113231.66,26063.47,35969.8,45.25,51153.14,47157.59,3583.02,412.53,1,2017,1.5
15784,4590.91,174.77,1385.03,0.0,3031.11,2357.22,673.89,0.0,0,2017,1.62
12476,11566.22,713.11,4467.58,0.0,6385.53,730.17,5655.36,0.0,0,2016,1.2
18164,103034.09,1359.47,16209.36,194.07,85271.19,78886.47,6384.72,0.0,0,2018,1.4
2696,29936729.76,12628562.36,11354281.64,937138.85,5016746.91,4336247.12,667149.29,13350.5,1,2015,1.02
4297,2740587.86,26384.21,2283465.22,21633.51,409104.92,349589.72,59095.76,419.44,1,2016,0.77
6906,450204.59,302627.69,49717.5,289.62,97569.78,37812.76,51132.58,8624.44,1,2017,1.65
10640,52680.94,4800.47,15407.35,54.61,32418.51,30557.72,1860.79,0.0,0,2015,1.58
9648,2253.92,330.43,1469.69,0.0,453.8,169.47,284.33,0.0,0,2015,1.59
15840,6642.01,780.86,168.87,7.62,5684.66,3139.11,2545.55,0.0,0,2017,1.43
7194,3768359.35,176542.27,2451289.31,30573.3,1109954.47,910785.79,192548.68,6620.0,1,2017,1.59
4102,1180631.07,649646.72,241271.36,231.23,289481.76,71559.97,217921.79,0.0,1,2016,0.59
15424,17713.66,9065.62,1335.07,20.82,7292.15,105.6,7186.55,0.0,0,2017,1.38
12952,3722.4,106.92,1841.73,0.0,1773.75,864.81,908.94,0.0,0,2016,1.36
5967,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,1,2017,1.17
13208,5180.22,977.06,48.63,0.0,4154.53,4144.53,10.0,0.0,0,2016,1.29
12498,4607.55,499.91,2710.71,0.0,1396.93,210.0,1186.93,0.0,0,2016,1.25
6238,1372247.8,798833.39,216633.21,4975.58,351805.62,347585.31,3931.26,289.05,1,2017,0.83
15999,3166.23,0.0,1676.19,0.0,1490.04,390.0,1100.04,0.0,0,2017,1.38
13574,6376.64,2654.77,135.2,0.0,3586.67,3570.0,16.67,0.0,0,2016,1.51
10593,12517.38,1981.58,8760.24,233.98,1541.58,301.04,1240.54,0.0,0,2015,2.09
4167,146936.93,66594.58,13756.62,126.52,66459.21,54846.72,11172.49,440.0,1,2016,1.31
13615,10605.21,882.35,4181.99,6.88,5533.99,5365.02,168.97,0.0,0,2016,1.87
10970,34274.47,4653.22,20980.13,28.11,8613.01,5262.78,3350.23,0.0,0,2015,1.89
2875,597759.18,286405.76,54347.66,206.41,256799.35,194086.09,62713.26,0.0,1,2016,0.9
16340,39048.27,1.67,177.53,0.0,38869.07,32627.56,6241.51,0.0,0,2017,1.57
9747,12634.71,7556.77,871.27,0.0,4206.67,4206.67,0.0,0.0,0,2015,1.28
7074,293079.22,168867.39,19760.58,104.95,104346.3,94389.49,8091.81,1865.0,1,2017,1.3
15010,7575.49,101.72,39.09,0.0,7434.68,3655.67,3779.01,0.0,0,2017,1.18
2362,5822521.79,3166737.18,1982138.27,32905.16,640741.18,511308.6,129425.5,7.08,1,2015,0.81
10931,3221.99,999.41,152.15,0.0,2070.43,1748.33,322.1,0.0,0,2015,1.45
12001,15106.95,1585.58,5389.1,0.0,8132.27,2064.77,6067.5,0.0,0,2016,1.38
11900,11538.97,3284.92,5434.82,0.0,2819.23,2726.66,92.57,0.0,0,2015,1.66
17172,121268.68,34932.59,5509.9,2.91,80823.28,70954.77,9868.51,0.0,0,2017,1.12
14002,7169.41,102.82,3612.57,0.0,3454.02,917.94,2536.08,0.0,0,2016,1.22
5027,1017425.89,313239.31,570669.6,55668.13,77848.85,76195.48,883.93,769.44,1,2016,1.0
260,96233.08,1367.81,39542.83,85.76,55236.68,55236.68,0.0,0.0,1,2015,1.35
9393,4031.98,2.38,141.17,0.0,3888.43,3888.43,0.0,0.0,0,2015,1.55
1590,413699.46,2523.96,313153.31,61.25,97960.94,97960.94,0.0,0.0,1,2015,1.2
4302,1240608.2,15436.69,912292.57,1685.41,311193.53,269122.16,42071.37,0.0,1,2016,1.31
13665,8914.06,3684.64,3163.97,0.0,2065.45,561.55,1503.9,0.0,0,2016,2.15
3805,142946.23,7986.6,65584.52,2219.92,67155.19,28373.94,38779.76,1.49,1,2016,1.31
6019,227842.05,56077.9,87872.71,7712.06,76179.38,71310.74,4868.64,0.0,1,2017,1.5
13640,13804.29,1136.49,4947.8,3.7,7716.3,2276.27,5440.03,0.0,0,2016,1.62
11128,6163.88,136.01,3651.1,493.2,1883.57,776.67,1106.9,0.0,0,2015,1.4
5427,452075.68,213370.83,110703.08,63.23,127938.54,65540.89,57507.65,4890.0,1,2016,1.14
7324,331169.67,43189.77,163922.46,336.6,123720.84,117136.44,6584.4,0.0,1,2017,1.67
12453,4561.12,543.08,2287.13,0.0,1730.91,1588.03,142.88,0.0,0,2016,1.75
904,354490.75,4619.78,292318.39,706.64,56845.94,55625.9,1220.04,0.0,1,2015,1.12
8755,126213.08,32100.53,23976.21,204.7,69931.64,53034.96,15925.76,970.92,1,2018,1.02
10095,10725.46,9355.66,449.8,0.0,920.0,920.0,0.0,0.0,0,2015,1.28
7929,962478.04,251868.68,251822.4,499.56,458287.4,435657.92,22522.63,106.85,1,2017,1.0
12986,4250.85,803.21,73.13,0.0,3374.51,860.0,2514.51,0.0,0,2016,1.46
8998,636462.47,86796.33,173328.81,710.13,375627.2,113771.59,260807.35,1048.26,1,2018,1.22
12869,20826.21,10951.58,88.01,0.0,9786.62,9783.29,3.33,0.0,0,2016,1.21
7377,713847.15,334851.45,146162.7,2097.5,230735.5,183526.64,47192.19,16.67,1,2017,1.28
2475,92664.44,41058.09,33679.94,3564.33,14362.08,14362.08,0.0,0.0,1,2015,1.07
300,119902.96,3090.55,45420.06,48.2,71344.15,71288.59,55.56,0.0,1,2015,1.4
16830,7786.03,310.32,2134.34,0.0,5341.37,3780.03,1561.34,0.0,0,2017,1.59
10306,44688.56,14352.89,21089.41,1.52,9244.74,9244.74,0.0,0.0,0,2015,1.41
16519,10265.31,3437.29,3283.35,0.0,3544.67,1695.24,1849.43,0.0,0,2017,1.94
16842,7509.16,343.02,2428.09,0.0,4738.05,2137.38,2600.67,0.0,0,2017,1.72
4702,602085.03,135877.37,142590.49,16246.36,307370.81,305237.5,2006.1,127.21,1,2016,0.97
9225,7665.7,1565.49,4210.72,0.0,1889.49,1133.33,756.16,0.0,0,2015,1.44
6761,356922.23,117366.67,63083.52,8122.78,168349.26,48461.64,119887.62,0.0,1,2017,1.02
14363,54364.05,19782.19,10472.82,395.68,23713.36,21956.66,1756.7,0.0,0,2016,1.49
13560,7565.44,1321.86,108.37,0.0,6135.21,2990.0,3145.21,0.0,0,2016,1.47
7869,874937.71,196221.86,568576.84,18879.86,91259.15,86302.01,1532.97,3424.17,1,2017,1.53
12357,32607.37,88.54,29520.64,0.0,2998.19,2998.19,0.0,0.0,0,2016,2.23
15900,21977.83,2228.74,5528.66,2.66,14217.77,14188.24,29.53,0.0,0,2017,1.18
9049,141362.77,36203.06,49563.73,560.55,55035.43,21807.59,33030.13,197.71,1,2018,0.98
12734,116608.12,5611.64,67958.96,25.44,43012.08,20164.41,22847.67,0.0,0,2016,1.66
11730,1685.8,791.5,8.85,0.0,885.45,885.45,0.0,0.0,0,2015,1.73
299,119890.65,1352.63,48430.03,80.52,70027.47,69919.0,108.47,0.0,1,2015,1.39
5262,68850.22,13123.07,19622.36,46.93,36057.86,34881.48,1171.39,4.99,1,2016,1.33
12136,1660.38,23.98,425.27,0.0,1211.13,223.33,987.8,0.0,0,2016,1.24
721,255597.63,100594.59,31170.09,41639.69,82193.26,78474.19,676.16,3042.91,1,2015,1.16
12940,4592.37,390.91,1704.93,0.0,2496.53,1353.5,1143.03,0.0,0,2016,1.67
8937,289118.6,69170.11,83513.89,1792.21,134642.39,115639.95,18714.11,288.33,1,2018,1.14
2339,309024.22,180977.06,46253.49,12923.45,68870.22,52556.0,16314.22,0.0,1,2015,1.01
6519,228292.45,6271.96,160129.76,112.41,61778.32,56644.7,5133.62,0.0,1,2017,1.44
5461,29583882.61,9394065.91,10339168.2,427872.42,9422776.08,6970320.34,2358443.96,94011.78,1,2016,0.96
3445,680946.51,135131.95,168060.0,16829.34,360925.22,91074.56,269661.77,188.89,1,2016,1.15
17619,14843.93,384.86,3957.78,0.0,10501.29,7478.35,3022.94,0.0,0,2018,1.55
17722,32634.06,723.66,8582.89,0.0,23327.51,11776.03,11551.48,0.0,0,2018,1.2
9671,5903.4,536.02,4088.38,0.0,1279.0,290.0,989.0,0.0,0,2015,1.31
16709,11244.3,95.76,4252.55,121.67,6774.32,6614.27,160.05,0.0,0,2017,2.32
16277,39260.55,6071.7,20105.65,1025.49,12057.71,11934.77,122.94,0.0,0,2017,2.06
3780,1310677.68,782313.51,191432.45,153134.81,183796.91,119863.49,57278.42,6655.0,1,2016,0.69
17669,13405.95,232.33,150.46,0.0,13023.16,11059.23,1963.93,0.0,0,2018,1.17
8766,698961.15,474642.82,53923.97,2049.21,168345.15,106478.51,61776.64,90.0,1,2018,1.37
2871,452109.18,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.06,1,2016,1.23
6011,209534.16,44530.25,73163.04,6036.41,85804.46,77573.02,4561.45,3669.99,1,2017,1.38
15008,10784.73,196.04,131.48,0.0,10457.21,3560.34,6896.87,0.0,0,2017,1.15
9535,3125.59,219.08,1098.75,1056.49,751.27,751.27,0.0,0.0,0,2015,1.92
6642,174633.06,7182.87,83860.57,1162.61,82427.01,35015.7,46406.54,1004.77,1,2017,1.39
7274,271882.04,181121.25,30283.33,63.61,60413.85,16154.6,44255.92,3.33,1,2017,1.76
9608,12915.37,379.74,12416.63,0.0,119.0,43.33,75.67,0.0,0,2015,1.58
8932,360772.32,88430.39,138123.95,6178.1,128039.88,119713.01,8326.87,0.0,1,2018,1.29
7519,2057899.39,896361.8,569685.24,6640.06,585212.29,503163.84,55896.78,26151.67,1,2017,1.06
12958,3566.21,91.87,1291.12,0.0,2183.22,970.46,1212.76,0.0,0,2016,1.15
3387,894904.55,513465.9,163205.79,1932.2,216300.66,215425.13,273.66,601.87,1,2016,1.14
18231,275248.53,24732.55,61713.53,243.0,188559.45,88497.05,99810.8,251.6,0,2018,1.47
17285,12274.98,1689.61,1140.91,0.0,9444.46,6613.72,2830.74,0.0,0,2017,1.54
7824,498381.64,166863.56,136882.96,26022.53,168612.59,166655.47,128.23,1828.89,1,2017,1.18
4691,598035.57,107796.99,124430.54,15502.77,350305.27,284345.95,65755.98,203.34,1,2016,1.08
13892,5854.3,157.49,3368.46,437.29,1891.06,1791.35,99.71,0.0,0,2016,1.61
14837,32292.39,2078.48,4175.17,0.0,26038.74,342.28,25696.46,0.0,0,2017,0.62
10913,1531.14,677.2,34.03,0.0,819.91,426.67,393.24,0.0,0,2015,1.57
14734,15805.58,1483.39,4975.83,38.02,9308.34,6330.13,2978.21,0.0,0,2016,1.39
5819,105023.56,31701.22,5199.76,11562.8,56559.78,38256.67,18258.12,44.99,1,2017,0.91
4836,103804.48,27393.26,28263.18,95.33,48052.71,47522.99,529.72,0.0,1,2016,1.16
10090,10464.45,9298.08,406.37,0.0,760.0,760.0,0.0,0.0,0,2015,1.21
2273,396728.35,134346.5,184720.11,11710.31,65951.43,65783.96,144.77,22.7,1,2015,1.33
7033,281438.76,122671.42,10966.77,86.7,147713.87,139193.03,7520.84,1000.0,1,2017,0.95
16598,57922.35,1958.11,17379.12,58.63,38520.68,27431.38,11089.3,0.0,0,2017,1.67
6693,147242.45,82573.64,14144.89,99.08,50424.84,20452.27,28919.24,1053.33,1,2017,1.88
3617,4188245.99,467971.13,2147776.06,487106.11,1085392.69,776263.67,220019.19,89109.83,1,2016,1.01
854,225227.57,39346.13,123455.52,480.44,61945.48,60632.24,1271.5,41.74,1,2015,1.17
11222,5975.27,1356.08,4540.83,0.0,78.36,78.36,0.0,0.0,0,2015,2.15
8228,62352.95,3606.84,36375.29,17.24,22353.58,17869.41,4337.5,146.67,1,2017,1.38
14074,8533.85,653.46,6987.25,0.0,893.14,893.14,0.0,0.0,0,2016,2.73
15021,7698.45,274.35,139.9,0.0,7284.2,6095.36,1188.84,0.0,0,2017,1.47
11164,5199.39,60.95,3578.07,0.0,1560.37,840.0,720.37,0.0,0,2015,1.58
6080,656875.03,60039.23,432870.45,101928.61,62036.74,56904.92,1563.34,3568.48,1,2017,1.64
9277,27929.74,14635.12,8013.19,667.82,4613.61,4613.61,0.0,0.0,0,2015,1.15
1551,3780455.44,88609.28,2790180.2,7317.59,894348.37,810060.6,84287.77,0.0,1,2015,1.15
2719,5811260.29,2194373.38,2317428.16,136996.39,1162462.36,733843.93,428556.23,62.2,1,2015,0.92
11514,58961.59,34211.11,8792.21,0.0,15958.27,15613.33,344.94,0.0,0,2015,1.37
479,213527.77,2251.48,146962.49,13777.63,50536.17,16191.77,31742.92,2601.48,1,2015,0.91
8723,185003.97,103477.92,10571.97,409.49,70544.59,34243.08,36218.18,83.33,1,2018,1.31
7239,391189.88,7559.58,295163.55,2628.5,85838.25,41685.89,44152.36,0.0,1,2017,1.53
15394,17939.8,5319.9,499.64,20.53,12099.73,12016.22,83.51,0.0,0,2017,2.02
6227,1441940.59,734956.89,307811.08,4290.6,394882.02,391342.54,3444.02,95.46,1,2017,0.9
2400,3227049.19,2058754.3,472310.67,31277.37,664706.85,353188.52,311503.15,15.18,1,2015,0.98
4341,4486744.99,210728.65,2669362.44,123210.02,1483443.88,1330833.02,82816.01,69794.85,1,2016,1.41
4015,78262.36,1705.62,36812.98,328.99,39414.77,11916.09,27498.68,0.0,1,2016,1.15
14966,26718.67,17.83,1127.52,0.0,25573.32,25559.99,13.33,0.0,0,2017,1.61
11478,59719.09,24325.44,5205.26,0.0,30188.39,29923.22,265.17,0.0,0,2015,1.55
10260,5910.67,2676.09,2766.99,0.0,467.59,453.33,14.26,0.0,0,2015,1.78
1367,154621.8,76424.28,25095.26,9786.12,43316.14,31983.6,11023.29,309.25,1,2015,1.05
13643,9387.43,793.09,2576.33,10.97,6007.04,1132.99,4874.05,0.0,0,2016,1.86
8452,1022130.1,565529.68,82613.84,8881.62,365104.96,150840.39,214264.57,0.0,1,2017,0.85
9784,139212.26,88780.66,36428.1,143.56,13859.94,2957.81,10902.13,0.0,0,2015,1.03
4471,308711.73,201918.77,31729.56,234.28,74829.12,46089.44,28739.68,0.0,1,2016,1.11
12815,7967.11,119.43,203.03,16.19,7628.46,690.25,6938.21,0.0,0,2016,1.32
1861,1590080.35,839457.23,435373.81,10344.37,304904.94,300231.39,3729.66,943.89,1,2015,1.1
11815,810018.27,202491.27,428607.3,6179.48,172740.22,117569.14,55171.08,0.0,0,2015,1.53
11566,23809.3,9855.11,3187.02,612.99,10154.18,9640.0,514.18,0.0,0,2015,1.81
13705,6723.98,659.82,7.02,1.75,6055.39,5637.63,417.76,0.0,0,2016,1.53
13288,8502.78,242.52,2547.81,0.0,5712.45,77.78,5634.67,0.0,0,2016,0.83
3457,815698.87,170576.29,256861.03,21306.98,366954.57,200147.24,162792.05,4015.28,1,2016,1.03
3458,773677.84,165858.8,229712.84,17278.44,360827.76,146703.58,213090.85,1033.33,1,2016,0.98
17021,42805.68,928.21,13694.01,26.04,28157.42,3377.7,24684.25,95.47,0,2017,1.75
17642,2275.91,72.52,810.01,0.0,1393.38,725.39,667.99,0.0,0,2018,1.82
346,8567534.49,4340117.03,3403145.1,192473.92,631798.44,609388.58,19735.89,2673.97,1,2015,0.88
4306,1455656.4,18107.83,1074827.27,2066.31,360654.99,317977.04,42677.95,0.0,1,2016,1.24
7591,273060.96,70581.38,111227.45,4434.42,86817.71,82873.27,3944.44,0.0,1,2017,1.54
14210,51451.83,409.24,15023.6,41.84,35977.15,10152.23,25824.92,0.0,0,2016,1.18
15189,43700.57,84.45,35396.03,0.0,8192.12,8192.12,0.0,0.0,0,2017,1.83
733,140981.22,3734.97,94794.75,5725.81,36725.69,33606.78,2327.22,791.69,1,2015,1.11
16302,240537.76,12309.73,34479.02,2085.77,191663.24,178777.51,12885.73,0.0,0,2017,1.66
4202,159755.26,87362.97,20762.36,5969.9,45660.03,29901.71,15758.32,0.0,1,2016,0.97
14935,3943.0,19.93,603.23,0.0,3319.84,496.34,2823.5,0.0,0,2017,1.22
12692,1610.27,19.03,1178.7,0.0,412.54,380.0,32.54,0.0,0,2016,1.75
15752,8244.23,186.51,1155.5,0.0,6891.74,5247.5,1644.24,0.0,0,2017,1.42
11932,6182.81,1561.3,2958.17,0.0,1663.34,1663.34,0.0,0.0,0,2015,1.64
7912,409075.07,83934.95,146966.08,604.17,177569.87,113635.3,62704.47,1230.1,1,2017,1.94
18112,28070.07,13610.05,12257.81,0.0,2202.21,2202.21,0.0,0.0,0,2018,1.34
16941,17744.03,975.09,8290.7,0.0,8478.24,8478.24,0.0,0.0,0,2017,1.73
14706,13652.91,2630.75,2321.75,11.34,8689.07,5137.77,3551.3,0.0,0,2016,1.69
18206,8534.53,131.47,781.0,0.0,7622.06,6452.23,1169.83,0.0,0,2018,1.5
15774,8181.42,137.4,1251.58,0.0,6792.44,959.33,5833.11,0.0,0,2017,1.51
10820,5461.83,508.05,1828.02,3.83,3121.93,3121.93,0.0,0.0,0,2015,1.86
10943,3448.42,312.68,709.27,0.0,2426.47,257.86,2168.61,0.0,0,2015,1.55
1615,199063.82,135222.96,21555.66,121.93,42163.27,24098.62,18064.65,0.0,1,2015,1.2
12733,126449.62,6209.59,65472.42,6.36,54761.25,14322.22,40439.03,0.0,0,2016,1.57
16902,5971.13,1795.34,3449.75,0.0,726.04,726.04,0.0,0.0,0,2017,2.46
1047,94495.69,62219.27,7707.94,411.4,24157.08,12761.19,11395.89,0.0,1,2015,1.25
5662,97215.94,3808.43,81070.44,175.6,12161.47,11650.91,510.56,0.0,1,2017,1.42
1015,205199.16,7214.14,124628.24,14564.3,58792.48,33861.06,23155.13,1776.29,1,2015,1.03
7174,4132666.26,227866.95,2801740.0,14589.95,1088469.36,891867.29,165243.16,31358.91,1,2017,1.52
17698,35542.17,184.53,26955.74,0.0,8401.9,8398.57,3.33,0.0,0,2018,1.66
18225,271723.08,26996.28,77861.39,117.56,166747.85,87108.0,79495.39,144.46,0,2018,1.6
8727,231285.04,137389.34,14033.79,444.84,79417.07,34372.62,44668.89,375.56,1,2018,1.14
8836,4073408.38,282970.7,2558511.27,8555.47,1223370.94,955649.36,267714.63,6.95,1,2018,1.49
16848,15330.0,258.31,2811.96,0.0,12259.73,2142.46,10117.27,0.0,0,2017,0.84
4893,289773.71,94610.3,151992.19,1201.7,41969.52,41822.75,141.77,5.0,1,2016,1.53
17700,46026.58,1107.05,35255.03,0.0,9664.5,9654.5,10.0,0.0,0,2018,1.62
7780,499261.3,163501.3,282428.66,6156.19,47175.15,45582.62,242.71,1349.82,1,2017,1.08
17095,14475.54,178.36,3739.96,83.3,10473.92,9811.05,662.87,0.0,0,2017,1.57
16812,6811.91,195.13,1573.6,0.0,5043.18,4785.2,257.98,0.0,0,2017,1.42
13673,13993.22,6134.5,4632.45,0.0,3226.27,420.59,2805.68,0.0,0,2016,1.82
15796,5571.99,222.81,1495.17,0.0,3854.01,1209.49,2644.52,0.0,0,2017,1.04
13527,11626.48,0.0,128.33,0.0,11498.15,11498.15,0.0,0.0,0,2016,1.62
4106,702726.81,493952.15,82027.84,249.76,126497.06,58416.81,68080.25,0.0,1,2016,0.97
1420,248354.52,155273.07,18010.18,2204.32,72866.95,64673.2,8193.75,0.0,1,2015,0.99
18084,9611.48,2391.35,3880.13,0.0,3340.0,3340.0,0.0,0.0,0,2018,1.83
13226,3336.03,1074.21,5.16,0.0,2256.66,2253.33,3.33,0.0,0,2016,1.45
11848,182568.08,62741.72,68168.99,86.19,51571.18,8054.58,43516.6,0.0,0,2015,1.75
754,155972.38,3089.5,55014.27,9941.32,87927.29,80548.8,5044.35,2334.14,1,2015,1.1
10769,2640.04,1582.32,41.05,0.0,1016.67,1016.67,0.0,0.0,0,2015,1.81
10400,1627.96,1181.34,9.95,0.0,436.67,436.67,0.0,0.0,0,2015,1.86
2783,948942.53,601318.24,158997.23,13455.47,175171.59,148132.78,27038.81,0.0,1,2015,0.74
16470,17466.93,2785.9,6672.5,19.57,7988.96,7988.96,0.0,0.0,0,2017,2.29
11398,36734.87,9788.52,24647.6,72.91,2225.84,0.0,2225.84,0.0,0,2015,1.76
9474,123851.34,55948.06,57078.01,1.49,10823.78,10823.78,0.0,0.0,0,2015,1.52
10343,2477.04,4.0,1786.74,0.0,686.3,36.67,649.63,0.0,0,2015,1.37
1292,369819.98,256141.1,35032.65,67.64,78578.59,51870.47,26708.12,0.0,1,2015,1.24
12371,24894.83,107.07,20034.42,0.0,4753.34,4753.34,0.0,0.0,0,2016,1.93
9205,5003.46,1804.59,2660.93,0.0,537.94,0.0,537.94,0.0,0,2015,1.83
6503,239412.64,53424.06,110824.96,74.27,75089.35,73919.09,1170.26,0.0,1,2017,1.46
1326,2835630.41,534709.22,1324231.26,215752.18,760937.75,722276.9,37287.39,1373.46,1,2015,1.14
7947,822000.04,79598.76,267691.37,705.61,474004.3,469004.72,4461.1,538.48,1,2017,0.84
15009,11143.68,198.52,70.96,0.0,10874.2,3941.51,6932.69,0.0,0,2017,1.14
14699,5373.88,901.06,3284.87,8.55,1179.4,1146.07,33.33,0.0,0,2016,2.93
6571,1063384.61,486643.36,150511.24,3020.72,423209.29,327462.75,95743.21,3.33,1,2017,0.99
3658,258309.18,41521.93,119685.36,101.31,97000.58,85855.55,7905.03,3240.0,1,2016,1.28
11491,64364.81,45826.23,6093.92,0.0,12444.66,11980.4,464.26,0.0,0,2015,1.34
8813,295941.23,183343.94,30856.25,2514.49,79226.55,64892.6,13346.17,987.78,1,2018,1.15
8830,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,12234.45,1,2018,1.3
9970,1188.82,82.58,186.17,9.38,910.69,910.69,0.0,0.0,0,2015,2.02
7863,723557.56,156780.78,472631.33,4524.91,89620.54,85993.75,753.46,2873.33,1,2017,1.62
6692,117342.62,62701.34,11080.3,27.8,43533.18,22005.33,20014.52,1513.33,1,2017,1.77
18065,15001.51,422.41,3934.4,93.87,10550.83,9656.85,893.98,0.0,0,2018,1.44
1486,1493218.75,24958.8,1077663.26,1368.92,389227.77,322139.9,67077.51,10.36,1,2015,1.43
17189,90426.45,1696.37,17846.02,107.66,70776.4,57692.92,13083.48,0.0,0,2017,1.91
14251,9383.7,1076.48,2749.91,274.37,5282.94,4732.74,550.2,0.0,0,2016,1.41
3593,2637621.79,482408.81,1176230.69,109089.43,869892.86,583552.66,283781.81,2558.39,1,2016,1.23
1323,2751192.77,569216.65,1234664.0,218257.94,729054.18,685065.97,41646.75,2341.46,1,2015,1.14
4182,191727.48,87692.81,31317.01,255.64,72462.02,59470.62,12991.4,0.0,1,2016,1.07
1719,1105500.34,760680.02,271207.14,13354.8,60258.38,60255.64,2.74,0.0,1,2015,0.56
17697,35088.36,324.87,27550.29,0.0,7213.2,7176.54,36.66,0.0,0,2018,1.69
11520,24743.66,9360.81,5604.0,383.91,9394.94,8680.07,714.87,0.0,0,2015,1.74
9884,1082.52,22.99,722.86,0.0,336.67,336.67,0.0,0.0,0,2015,1.85
